Marka,Seri,Yil,Km,Vites,Yakit,Kasa,Garanti,Agir_Hasar,Fiyat,front-hood,front-left-mudguard,front-right-mudguard,front-left-door,front-right-door,rear-left-door,rear-right-door,rear-left-mudguard,rear-right-mudguard,roof
14,13,2015,214500,1,1,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
14,13,2025,70425,0,0,0,0,1,1223937,0,0,0,0,0,0,0,0,0,0
14,13,2024,155127,0,1,0,0,1,932182,0,0,0,0,0,0,0,0,0,0
14,13,2021,17621,1,2,0,0,1,1020947,0,0,2,0,0,0,0,0,0,1
14,13,2023,32854,1,2,0,0,1,1157865,0,0,0,0,0,0,0,0,0,0
14,13,2015,121743,0,1,0,0,1,295642,0,0,0,0,0,0,0,0,0,0
14,13,2021,143124,1,1,0,0,1,722190,0,0,0,0,0,0,0,0,0,0
14,13,2019,2753,1,0,0,0,1,889117,0,0,0,2,0,0,0,0,0,2
14,13,2019,117265,1,2,0,0,1,596837,0,1,0,0,0,2,2,0,1,0
14,13,2023,86372,0,2,0,0,1,1012070,0,0,0,0,0,0,0,0,2,0
14,13,2025,91557,0,1,0,0,1,1168107,0,0,1,0,0,0,0,0,0,0
14,13,2015,108381,1,1,0,0,1,329047,0,0,0,0,0,0,0,0,0,0
14,13,2022,62151,0,2,0,0,1,1004622,0,0,0,0,0,0,0,0,0,0
14,13,2020,125782,1,2,0,0,1,685545,0,0,0,0,0,0,0,0,0,0
14,13,2015,122866,1,1,0,0,1,292835,0,0,0,0,0,0,0,0,0,0
14,13,2018,44086,0,0,0,0,1,729785,0,0,0,0,0,0,0,0,0,0
14,13,2023,219362,1,2,0,0,1,691595,0,0,0,0,0,0,0,0,0,0
14,13,2021,231380,1,1,0,0,1,489550,0,0,0,0,0,0,0,2,0,0
14,13,2020,75295,0,1,0,0,1,811762,0,0,0,0,0,0,0,0,0,0
14,13,2025,26638,1,2,0,0,1,1303405,0,0,0,0,0,0,0,0,0,3
14,13,2021,97844,0,1,0,0,1,823390,0,0,2,0,0,0,0,0,0,0
14,13,2016,72734,0,2,0,0,1,462165,0,0,0,0,2,0,2,0,2,0
14,13,2025,192663,0,2,0,0,1,918342,0,0,0,0,0,0,0,0,0,0
14,13,2016,184718,0,1,0,0,1,218205,0,0,0,0,0,0,0,0,0,0
14,13,2019,86917,1,1,0,0,1,666707,0,0,0,0,0,0,2,0,2,2
14,13,2017,136027,1,2,0,0,1,419932,0,0,0,0,0,0,0,0,0,0
14,13,2024,215115,1,2,0,0,1,782212,0,0,0,0,0,0,0,0,0,0
14,13,2020,239834,0,0,0,0,1,400415,0,0,0,0,0,0,0,0,0,0
14,13,2023,235199,1,0,0,0,1,652002,0,0,0,0,0,0,0,0,0,0
14,13,2018,80461,1,0,0,0,1,638847,0,0,0,0,0,0,0,0,0,0
14,13,2025,243184,0,0,0,0,1,780040,0,0,0,0,0,2,0,0,0,0
14,13,2021,132665,1,0,0,0,1,733337,0,0,0,0,0,0,0,1,0,2
14,13,2022,52457,0,2,0,0,1,1028857,0,0,0,0,0,0,0,0,0,0
14,13,2015,36118,0,1,0,0,1,452705,0,0,2,0,0,0,2,3,0,1
14,13,2024,134016,0,1,0,0,1,984960,0,0,0,0,0,0,0,0,0,0
14,13,2015,102351,0,0,0,0,1,332122,0,0,0,0,0,0,0,0,2,0
14,13,2024,165986,0,2,0,0,1,905035,0,0,0,0,0,0,0,0,0,0
14,13,2023,53343,1,2,0,0,1,1106642,0,0,0,0,0,0,0,0,0,0
14,13,2019,149679,0,1,0,0,1,545802,0,0,0,0,0,0,0,0,0,0
14,13,2018,68569,0,0,0,0,1,668577,0,0,0,0,0,0,0,0,0,0
14,13,2023,248451,1,2,0,0,1,618872,0,0,0,0,0,0,0,0,0,0
14,13,2022,184597,0,2,0,0,1,695507,1,0,0,0,0,0,0,0,0,0
14,13,2017,10484,1,0,0,0,1,721790,0,0,0,0,0,0,0,0,0,2
14,13,2022,208064,1,0,0,0,1,639840,0,0,0,0,0,0,0,0,0,0
14,13,2017,223073,0,1,0,0,1,202317,0,0,0,0,0,0,0,0,0,0
14,13,2022,118480,0,1,0,0,1,863800,0,0,0,0,0,0,0,0,0,0
14,13,2024,142208,0,1,0,0,1,952480,0,0,0,0,0,0,0,0,2,0
14,13,2020,25048,1,2,0,0,1,895380,0,0,0,0,2,0,0,0,0,3
14,13,2018,103985,0,1,0,0,1,550037,0,0,0,0,0,0,0,0,0,3
14,13,2022,183309,0,1,0,0,1,701727,0,0,0,0,0,0,0,0,0,0
14,13,2022,212448,1,2,0,0,1,526880,0,0,3,0,0,3,0,3,2,0
14,13,2016,79856,0,2,0,0,1,480360,0,0,0,0,0,0,0,0,0,0
14,13,2024,33083,1,2,0,0,1,1237292,0,0,0,0,0,0,0,0,0,0
14,38,2015,77786,1,2,0,0,1,363535,0,2,3,0,0,0,0,0,0,0
14,38,2021,86647,1,2,0,0,1,863382,0,0,0,0,0,0,0,0,0,0
14,38,2016,216920,0,1,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
14,38,2021,166399,1,2,0,0,1,634002,0,0,0,3,0,0,0,0,0,0
14,38,2018,139079,0,0,0,0,1,492302,0,0,0,0,0,0,0,0,0,0
14,38,2025,245775,1,1,0,0,1,785562,0,0,0,0,0,0,0,0,0,0
14,38,2016,53148,0,2,0,0,1,535130,0,0,0,0,0,0,0,0,2,0
14,38,2023,68527,1,1,0,0,1,1068682,0,0,0,0,0,0,0,0,0,0
14,38,2023,119646,1,1,0,0,1,940885,0,0,0,0,0,0,0,0,0,0
14,38,2024,53819,0,1,0,0,1,1185452,0,0,0,0,0,0,0,0,0,0
14,38,2021,8795,0,1,0,0,0,793509,0,0,0,0,0,0,0,0,0,0
14,38,2022,249002,0,2,0,0,1,507495,0,0,0,0,0,0,0,3,0,0
14,38,2023,3931,1,0,0,0,1,1230172,0,0,0,0,0,0,0,0,0,0
14,38,2021,141656,0,1,0,0,1,725860,0,0,0,0,0,0,0,0,0,0
14,38,2016,24554,1,1,0,0,1,552615,0,2,0,0,2,2,0,3,0,0
14,38,2018,121488,1,0,0,0,1,536280,0,0,0,0,0,0,0,0,0,0
14,38,2019,62088,0,1,0,0,1,764780,0,0,0,0,0,0,0,0,0,0
14,38,2024,223880,1,2,0,0,1,757300,0,0,0,0,0,0,0,0,0,1
14,38,2022,199208,1,2,0,0,1,661980,0,0,0,0,0,0,0,0,0,0
14,38,2019,11989,0,0,0,0,1,890027,0,0,0,0,0,0,0,0,0,0
14,38,2016,90443,0,2,0,0,1,450892,0,0,0,0,0,0,0,0,0,1
14,38,2020,32035,0,0,0,0,1,919912,0,0,0,0,0,0,0,0,0,0
14,38,2019,65139,1,1,0,0,1,727152,0,2,0,0,1,0,2,0,0,1
14,38,2025,158266,0,2,0,0,1,1004335,0,0,0,0,0,0,0,0,0,0
14,38,2017,147501,0,0,0,0,1,346247,0,1,0,3,2,0,0,0,0,0
14,38,2021,10565,0,1,0,0,1,1053587,0,0,0,0,0,0,0,0,0,0
14,38,2023,102875,1,2,0,0,1,970812,0,0,0,0,0,0,2,0,0,0
14,38,2023,149951,1,1,0,0,1,865122,0,0,0,0,0,0,0,0,0,0
14,38,2018,47869,1,1,0,0,1,720327,0,0,0,0,0,0,0,0,0,0
14,38,2019,65662,1,0,0,0,1,725845,0,0,0,0,0,0,0,0,0,3
14,38,2018,84274,0,1,0,0,1,629315,0,0,0,0,0,0,0,0,0,0
14,38,2023,93138,1,1,0,0,1,1007155,0,0,0,0,0,0,0,0,0,0
14,38,2023,118180,0,0,0,0,1,944550,0,0,0,0,0,0,0,0,0,0
14,38,2025,81250,0,0,0,0,1,1184875,0,0,2,0,0,0,0,0,0,0
14,38,2018,249077,1,1,0,0,1,200000,0,3,0,0,2,0,0,0,0,3
14,38,2015,209540,0,0,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
14,38,2023,166421,0,2,0,0,1,823947,0,0,0,0,0,0,0,0,0,0
14,38,2018,238912,1,0,0,0,1,242720,0,0,0,0,0,0,0,0,0,0
14,38,2020,117183,1,0,0,0,1,677042,0,0,0,0,0,0,0,0,0,3
14,38,2019,198132,1,2,0,0,1,412670,0,0,0,0,2,0,0,0,0,0
14,38,2019,128040,1,2,0,0,1,587900,0,0,0,0,0,0,0,2,0,0
14,38,2021,34245,0,0,0,0,1,994387,0,0,0,0,0,0,0,0,0,0
14,38,2023,111333,1,2,0,0,1,946667,0,0,0,0,0,0,1,0,0,2
14,38,2022,239164,0,2,0,0,1,562090,0,0,0,0,0,0,0,0,0,0
14,38,2025,221612,1,0,0,0,1,815970,0,0,0,3,0,0,0,0,0,0
14,38,2017,129028,1,2,0,0,1,437430,0,0,0,0,0,0,0,0,0,0
14,38,2021,166137,1,1,0,0,1,664657,0,0,0,0,0,0,0,0,0,0
14,38,2023,218032,0,1,0,0,1,694920,0,0,0,0,0,0,0,0,0,0
14,38,2018,76946,1,0,0,0,1,611635,0,0,0,0,2,0,2,0,2,0
14,38,2022,117291,1,1,0,0,1,833772,1,0,0,0,3,0,0,0,0,0
14,38,2022,152881,0,1,0,0,1,777797,0,0,0,0,0,0,0,0,0,0
14,38,2025,62003,0,1,0,0,1,1214992,0,0,3,0,0,0,0,0,0,0
14,38,2018,135121,0,1,0,0,1,502197,0,0,0,0,0,0,0,0,0,0
14,38,2022,51274,0,1,0,0,1,1031815,0,0,0,0,0,0,0,0,0,0
14,38,2017,141664,1,0,0,0,1,393840,0,0,0,0,0,0,0,0,0,2
14,38,2019,113002,1,2,0,0,1,637495,0,0,0,0,0,0,0,0,0,0
14,38,2016,29411,1,2,0,0,1,606472,0,0,0,0,0,0,0,0,0,0
14,38,2015,38028,0,1,0,0,1,504930,0,0,0,0,0,0,0,0,0,0
14,38,2018,236237,0,2,0,0,1,249407,0,0,0,0,0,0,0,0,0,0
14,38,2019,25996,0,0,0,0,1,831010,0,0,2,0,0,0,2,0,0,0
14,38,2024,127568,0,0,0,0,1,965080,2,2,0,2,0,0,0,0,0,0
14,38,2024,103613,1,1,0,0,1,1060967,0,0,0,0,0,0,0,0,0,0
14,38,2024,220692,0,1,0,0,1,723270,0,0,0,1,3,0,2,0,0,0
14,38,2023,130963,0,0,0,0,1,888592,0,2,0,0,0,2,0,0,0,0
14,38,2019,149987,0,2,0,0,1,542032,0,0,0,0,0,1,0,0,0,0
14,38,2016,229107,0,1,0,0,1,200000,0,0,0,0,0,1,0,0,0,0
14,38,2025,241612,1,1,0,0,1,795970,0,0,0,0,0,0,0,0,0,0
14,38,2015,115835,1,2,0,0,1,280412,0,0,0,0,3,0,0,0,0,0
14,38,2025,246257,1,1,0,0,1,784357,0,0,0,0,0,0,0,0,0,0
14,38,2022,195098,0,2,0,0,1,672255,0,0,0,0,0,0,0,0,0,0
14,38,2019,12169,0,1,0,0,1,889577,0,0,0,0,0,0,0,0,0,0
14,38,2022,58105,1,2,0,0,1,939737,1,0,3,0,2,0,0,0,0,3
14,38,2016,92206,0,2,0,0,1,449485,0,0,0,0,0,0,0,0,0,0
14,38,2019,208140,1,2,0,0,1,399650,0,0,0,0,0,0,0,0,0,0
14,38,2024,123014,0,2,0,0,1,1012465,0,0,0,0,0,0,0,0,0,0
14,38,2017,118993,1,1,0,0,1,423517,2,2,0,0,0,1,2,0,0,0
14,38,2022,143574,1,2,0,0,1,801065,0,0,0,0,0,0,0,0,0,0
14,38,2019,138240,1,1,0,0,1,574400,0,0,0,0,0,0,0,0,0,0
14,38,2023,120336,1,2,0,0,1,927160,0,0,0,0,0,2,0,0,0,0
14,38,2021,78606,0,2,0,0,1,883485,0,0,0,0,0,0,0,0,0,0
14,38,2024,236827,0,1,0,0,1,724932,0,0,0,0,0,0,1,0,0,0
14,38,2020,159557,0,0,0,0,1,601107,0,0,0,0,0,0,0,0,0,0
14,38,2017,159370,1,0,0,0,1,361575,0,0,0,0,0,0,0,0,0,0
14,38,2024,108506,0,2,0,0,1,1048735,0,0,0,0,0,0,0,0,0,0
14,38,2024,56814,1,2,0,0,1,1174965,0,0,0,0,0,1,0,0,0,0
14,38,2023,196572,0,2,0,0,1,724570,0,0,0,0,2,0,0,0,2,0
14,38,2018,96294,1,1,0,0,1,599265,0,0,0,0,0,0,0,0,0,0
14,38,2016,167678,1,1,0,0,1,260805,0,0,0,0,0,0,0,0,0,0
14,38,2023,196836,1,1,0,0,1,735910,0,0,0,0,0,2,0,0,0,0
14,38,2021,73321,1,2,0,0,1,884697,0,0,2,0,0,0,0,0,0,0
14,38,2015,133517,0,2,0,0,1,206207,3,0,0,0,0,3,0,0,0,0
14,38,2023,211575,1,2,0,0,1,699062,0,0,0,0,2,0,0,0,0,0
14,38,2022,103000,1,1,0,0,1,827500,0,1,3,0,2,0,3,0,0,0
14,38,2018,105655,1,0,0,0,1,545862,0,3,0,0,0,0,0,0,0,0
14,38,2025,111983,1,1,0,0,1,1060042,0,0,0,0,0,0,3,0,3,0
14,38,2019,121588,1,2,0,0,1,604030,2,0,0,0,0,0,0,0,0,0
14,38,2017,138113,1,0,0,0,1,414717,0,0,0,0,0,0,0,0,0,0
14,38,2015,147180,1,1,0,0,1,232050,0,0,0,0,0,0,0,0,0,0
14,38,2025,6902,0,1,0,0,1,1382745,0,0,0,0,0,0,0,0,0,0
14,38,2024,64407,0,1,0,0,1,1146982,0,0,0,0,2,0,0,0,0,0
14,38,2019,202483,1,2,0,0,1,413792,0,0,0,0,0,0,0,0,0,0
14,38,2024,74708,1,1,0,0,1,1133230,0,0,0,0,0,0,0,0,0,0
14,38,2020,114094,0,1,0,0,1,714765,0,0,0,0,0,0,0,0,0,0
14,38,2015,30736,0,2,0,0,1,523160,0,0,0,0,0,0,0,0,0,0
14,38,2025,111095,0,2,0,0,1,1122262,0,0,0,0,0,0,0,0,0,0
14,38,2017,44640,0,1,0,0,1,606400,0,0,0,0,0,2,3,0,0,0
14,38,2017,6776,1,2,0,0,0,557295,0,0,0,0,0,0,0,0,0,0
14,38,2025,136980,0,1,0,0,1,1057550,0,0,0,0,0,0,0,0,0,0
14,38,2018,114477,1,1,0,0,1,553807,0,0,0,0,0,0,0,0,0,0
14,38,2023,77871,1,1,0,0,1,1045322,0,0,0,0,0,0,0,0,0,0
14,38,2025,127547,1,2,0,0,1,1081132,0,0,0,0,0,0,0,0,0,0
14,38,2015,8366,1,1,0,0,1,576085,0,0,0,0,0,0,0,0,0,1
14,38,2016,155415,0,0,0,0,1,291462,0,0,0,0,0,0,0,0,0,0
14,38,2016,106923,0,2,0,0,1,412692,0,0,0,0,0,0,0,0,0,0
14,38,2020,210813,0,2,0,0,1,472967,0,0,0,0,0,0,0,0,0,0
14,38,2016,205700,1,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
14,38,2016,4625,0,1,0,0,1,665437,0,0,0,0,1,0,0,0,0,0
14,38,2023,238594,1,1,0,0,1,643515,0,0,0,0,0,0,0,0,0,0
14,38,2015,14447,0,2,0,0,1,563882,0,0,0,0,0,0,0,0,0,0
14,38,2018,107862,0,2,0,0,1,570345,0,0,0,0,0,0,0,0,0,0
14,38,2017,165795,0,1,0,0,1,315512,0,0,0,0,0,0,3,0,0,0
14,38,2025,220457,0,1,0,0,1,848857,0,0,0,0,0,0,0,0,0,0
14,38,2019,46771,1,1,0,0,1,773072,0,0,0,0,3,0,0,0,0,0
14,38,2016,200605,1,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
14,38,2019,69202,0,1,0,0,1,746995,0,0,0,0,0,0,0,0,0,0
14,38,2018,206732,1,1,0,0,1,323170,0,0,0,0,0,0,0,0,0,0
14,38,2021,47855,0,1,0,0,1,960362,0,0,0,0,0,0,0,0,0,0
14,38,2025,70179,0,1,0,0,1,1221552,0,0,0,0,1,0,0,0,0,0
14,38,2019,117856,0,1,0,0,1,625360,0,0,0,0,0,0,0,0,0,0
14,38,2019,128666,1,1,0,0,1,598335,0,0,0,0,0,0,0,0,0,0
14,38,2023,160411,1,2,0,0,1,763972,0,0,0,2,0,3,3,0,1,0
14,38,2025,48287,1,1,0,0,1,1249282,0,1,2,0,0,1,0,0,2,0
14,38,2017,241252,1,0,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
14,38,2022,170092,1,1,0,0,1,710770,2,0,0,2,0,0,0,0,0,0
14,38,2025,95622,0,1,0,0,1,1160945,0,0,0,0,0,0,0,0,0,0
14,38,2017,16316,0,1,0,0,1,719210,0,0,0,0,0,0,0,0,0,0
14,38,2015,56063,1,1,0,0,1,459842,0,0,0,0,0,0,0,0,0,0
14,38,2018,33688,1,2,0,0,1,755780,0,0,0,0,0,0,0,0,0,0
14,38,2015,18851,0,0,0,0,1,540872,0,0,0,0,0,2,0,0,0,0
14,38,2015,89213,1,1,0,0,1,376967,0,0,0,0,0,0,0,0,0,0
14,38,2016,104212,1,0,0,0,1,407470,0,0,0,0,0,0,0,0,0,2
14,38,2023,33216,0,2,0,0,1,1156960,0,0,0,0,0,0,0,0,0,0
14,38,2019,226296,0,1,0,0,1,318260,1,0,1,0,0,0,0,0,3,0
14,38,2022,193280,0,2,0,0,1,664800,0,0,0,0,0,0,0,0,2,0
14,38,2020,196007,1,2,0,0,1,443982,0,3,0,0,0,2,2,0,2,0
14,38,2015,97566,0,1,0,0,1,326085,3,0,0,0,0,0,0,0,0,0
14,38,2015,158062,0,1,0,0,0,200000,0,0,0,0,0,0,0,0,0,0
14,38,2017,78163,1,1,0,0,1,549592,0,0,0,0,0,0,0,2,0,1
14,38,2025,36707,0,0,0,0,1,1308232,0,0,0,0,0,0,0,0,0,0
14,38,2018,100452,0,1,0,0,1,588870,0,0,0,0,0,0,0,0,0,0
14,38,2019,36060,1,1,0,0,1,829850,0,0,0,0,0,0,0,0,0,0
14,38,2024,88728,1,2,0,0,1,1056180,3,0,0,0,2,0,0,0,0,0
14,38,2018,153192,1,2,0,0,1,457020,0,0,0,0,0,0,0,0,0,0
14,38,2024,76096,1,1,0,0,1,1117760,0,0,0,0,0,0,0,2,0,0
14,38,2018,65130,1,2,0,0,1,674175,0,0,0,1,0,0,0,0,0,0
14,38,2025,133789,1,1,0,0,1,1032527,0,0,0,0,1,0,0,3,0,0
14,38,2023,94483,1,0,0,0,0,750594,0,0,0,0,0,1,0,0,0,0
14,38,2021,175110,0,1,0,0,1,630225,0,0,0,0,0,2,0,0,0,0
14,38,2021,173413,1,1,0,0,1,643467,0,0,0,1,0,0,0,0,0,0
14,38,2021,209919,0,1,0,0,1,555202,0,0,0,0,0,0,0,0,0,0
14,38,2015,121671,0,1,0,0,1,295822,0,0,0,0,0,0,0,0,0,0
14,38,2025,75717,0,2,0,0,1,1147707,1,0,0,3,0,3,0,0,0,0
14,38,2023,241937,1,2,0,0,1,635157,0,0,0,0,0,0,0,0,0,0
14,38,2018,167550,1,2,0,0,1,421125,0,0,0,0,0,0,0,0,0,0
14,38,2024,15412,1,2,0,0,1,1281470,0,0,0,0,0,0,0,0,0,0
14,38,2023,9375,1,1,0,0,0,912421,0,0,0,0,0,0,0,0,0,0
14,38,2019,163705,0,1,0,0,1,507737,0,1,0,0,0,0,0,0,0,0
14,38,2023,129518,0,0,0,0,1,916205,0,0,0,0,0,0,0,0,0,0
14,38,2022,120755,0,0,0,0,1,858112,0,0,0,0,0,0,0,0,0,0
14,38,2017,86642,1,0,0,0,1,540395,0,0,1,0,0,0,0,0,0,0
14,38,2022,153085,0,2,0,0,1,747287,3,0,0,0,0,0,0,0,0,0
14,38,2023,108067,0,1,0,0,1,933832,2,0,2,0,0,0,2,0,0,0
14,38,2023,77606,1,1,0,0,1,1045985,0,0,0,0,0,0,0,0,0,0
14,38,2021,155768,0,1,0,0,1,678580,0,0,0,0,2,0,0,0,0,0
14,38,2025,217569,1,2,0,0,1,826077,0,0,0,0,0,3,0,0,0,0
14,38,2018,241447,0,1,0,0,1,224382,0,0,0,0,0,0,0,0,2,0
14,38,2015,172989,1,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
14,38,2025,102919,0,1,0,0,1,1142702,0,0,0,0,0,0,0,0,0,0
14,38,2017,95193,1,1,0,0,1,522017,0,0,0,0,0,0,0,0,0,0
14,38,2024,146404,0,0,0,0,1,881990,0,0,3,0,0,0,3,0,0,2
14,38,2016,97790,1,1,0,0,1,435525,0,0,0,0,0,0,0,0,0,0
14,38,2021,16234,1,1,0,0,1,1039415,0,0,0,0,0,0,0,0,0,0
14,38,2020,5647,0,1,0,0,1,985882,0,0,0,0,0,0,0,0,0,0
14,38,2019,30018,0,2,0,0,1,844955,0,0,0,0,0,0,0,0,0,0
14,38,2021,144820,0,0,0,0,1,717950,0,0,0,0,0,0,0,0,0,0
14,38,2020,230156,1,2,0,0,1,424610,0,0,0,0,0,0,0,0,0,0
14,38,2017,144352,0,2,0,0,1,399120,0,0,0,0,0,0,0,0,0,0
14,38,2019,12552,0,0,0,0,1,888620,0,0,0,0,0,0,0,0,0,0
14,38,2016,195321,0,0,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
14,38,2019,152571,1,2,0,0,1,538572,0,0,0,0,0,0,0,0,0,0
14,38,2022,239740,0,2,0,0,1,560650,0,0,0,0,0,0,0,0,0,0
14,38,2020,28882,0,1,0,0,1,927795,0,0,0,0,0,0,0,0,0,0
14,38,2018,105004,0,2,0,0,1,577490,0,0,0,0,0,0,0,0,0,0
14,38,2022,201807,1,2,0,0,1,655482,0,0,0,0,0,0,0,0,0,0
14,38,2017,68651,1,1,0,0,1,588372,0,0,0,0,0,0,0,0,0,0
14,38,2023,87321,1,0,0,0,1,1021697,0,0,0,0,0,0,0,0,0,0
14,38,2019,68051,1,1,0,0,1,749872,0,0,0,0,0,0,0,0,0,0
14,38,2024,101876,1,2,0,0,0,765232,0,3,2,0,0,0,1,0,0,0
14,38,2021,132235,0,0,0,0,1,749412,0,0,0,0,0,0,0,0,0,0
14,38,2016,173528,1,0,0,0,1,246180,0,0,0,0,0,0,0,0,0,0
4,21,2021,172554,1,0,0,0,1,648615,0,0,0,0,0,0,0,0,0,0
4,21,2017,145462,1,2,0,0,1,396345,0,0,0,0,0,0,0,0,0,0
4,21,2016,87401,1,1,0,0,1,461497,0,0,0,0,0,0,0,0,0,0
4,21,2024,209846,1,2,0,0,1,753385,3,2,0,0,0,0,0,0,0,0
4,21,2015,195877,1,2,0,0,0,200000,0,0,0,0,0,0,0,0,0,0
4,21,2019,138695,1,2,0,0,1,573262,0,0,0,0,0,0,0,0,0,0
4,21,2019,130417,0,0,0,0,1,593957,0,0,0,0,0,0,0,0,0,0
4,21,2019,61566,0,1,0,0,1,748085,0,1,0,0,0,2,1,0,0,0
4,21,2020,139911,1,2,0,0,1,650222,0,0,0,0,0,0,0,0,0,0
4,21,2021,96865,1,2,0,0,1,807837,0,0,0,3,0,0,0,0,0,0
4,21,2022,76261,1,0,0,0,1,969347,0,0,0,0,0,0,0,0,0,0
4,21,2017,126713,1,1,0,0,1,413217,0,0,0,1,2,1,2,0,0,0
4,21,2016,108738,1,2,0,0,1,408155,0,0,0,0,0,0,0,0,0,0
4,21,2016,36806,0,1,0,0,1,575985,0,0,0,0,0,0,0,2,0,0
4,21,2020,120226,1,1,0,0,1,699435,0,0,0,0,0,0,0,0,0,0
4,21,2018,171921,0,1,0,0,1,410197,0,0,0,0,0,0,0,0,0,0
4,21,2018,111994,1,1,0,0,1,560015,0,0,0,0,0,0,0,0,0,0
4,21,2018,68357,0,0,0,0,1,669107,0,0,0,0,0,0,0,0,0,0
4,21,2016,135288,1,2,0,0,1,341780,0,0,0,0,0,0,0,0,0,0
4,21,2025,237363,1,2,0,0,1,806592,0,0,0,0,0,0,0,0,0,0
4,21,2017,222089,1,2,0,0,1,204777,0,0,0,0,0,0,0,0,0,0
4,21,2017,221329,0,1,0,0,1,206677,0,0,0,0,0,0,0,0,0,0
4,21,2025,26218,1,1,0,0,1,1304455,0,0,0,0,0,0,0,3,0,0
4,21,2020,81830,0,2,0,0,1,795425,0,0,0,0,0,0,0,0,0,0
4,21,2025,76515,0,1,0,0,1,1208712,0,0,0,0,0,0,0,0,0,0
4,21,2015,160043,0,0,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
4,21,2024,31710,1,1,0,0,1,1240725,0,0,0,0,0,0,0,0,0,0
4,21,2015,213957,1,2,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
4,21,2020,22968,1,1,0,0,1,927580,1,0,2,0,0,0,0,0,0,0
4,21,2018,123199,0,2,0,0,1,532002,0,0,0,0,0,0,0,0,0,0
4,21,2015,25558,1,1,0,0,1,536105,0,0,0,0,0,0,0,0,0,0
4,21,2018,6770,1,1,0,0,1,823075,0,0,0,0,0,0,0,0,0,0
4,21,2022,131975,0,0,0,0,1,827062,0,0,0,1,0,0,0,0,0,0
4,21,2019,49030,0,1,0,0,1,797425,0,0,0,0,0,0,0,0,0,0
4,21,2017,162167,0,2,0,0,1,321582,0,0,0,0,0,3,1,0,0,0
4,21,2022,161674,1,1,0,0,1,755815,0,0,0,0,0,0,0,0,0,0
4,21,2016,203496,0,1,0,0,1,200000,0,0,0,0,0,0,0,0,0,0
4,21,2020,14638,1,2,0,0,1,963405,0,0,0,0,0,0,0,0,0,0
4,21,2020,99170,0,2,0,0,1,752075,0,0,0,0,0,0,0,0,0,0
4,21,2024,62120,1,1,0,0,0,873525,0,0,0,0,0,0,0,0,0,0
4,21,2024,219108,0,0,0,0,1,772230,0,0,0,0,0,0,0,0,0,0
4,21,2024,189543,0,2,0,0,1,846142,0,0,0,0,0,0,0,0,0,0
4,21,2015,206099,0,2,0,0,0,200000,0,0,0,0,0,2,1,0,0,0
4,21,2020,26798,1,2,0,0,1,933005,0,0,0,0,0,0,0,0,0,0
4,21,2020,60972,0,1,0,0,1,835570,0,0,2,0,0,0,0,0,0,0
4,21,2019,60312,0,2,0,0,1,769220,0,0,0,0,0,0,0,0,0,0
4,21,2019,31650,1,0,0,0,0,599156,0,3,0,0,0,0,0,2,0,0
4,21,2021,133491,0,1,0,0,1,746272,0,0,0,0,0,0,0,0,0,0
4,21,2023,142731,0,0,0,0,1,880172,0,0,0,0,1,0,0,0,0,0
4,21,2016,144535,1,1,0,0,1,318662,0,0,0,0,0,0,0,0,0,0
4,21,2016,40156,0,1,0,0,1,579610,0,0,0,0,0,0,0,0,0,0
4,21,2020,154753,1,2,0,0,1,583117,0,0,0,0,0,3,0,0,0,0
4,21,2016,117525,0,2,0,0,1,353187,0,0,0,1,0,0,3,0,0,0
4,21,2016,107899,1,1,0,0,1,398252,0,0,0,2,0,0,0,0,0,0
4,21,2023,175704,1,1,0,0,1,788740,0,0,0,2,0,0,0,0,0,0
4,21,2017,197946,1,1,0,0,1,265135,0,0,0,0,0,0,0,0,0,0
4,21,2016,138932,1,1,0,0,1,332670,0,0,0,0,0,0,0,0,0,0
4,21,2020,140607,1,2,0,0,1,633482,0,0,2,0,0,0,0,0,1,0
4,21,2018,31631,1,2,0,0,1,760922,0,0,0,0,0,0,0,0,0,0
4,21,2024,105838,0,2,0,0,1,1055405,0,0,0,0,0,0,0,0,0,0
4,21,2016,42875,1,1,0,0,1,572812,0,0,0,0,0,0,0,0,0,0
4,21,2020,5297,0,2,0,0,1,986757,0,0,0,0,0,0,0,0,0,0
4,21,2019,12583,1,2,0,0,1,888542,0,0,0,0,0,0,0,0,0,0
4,21,2025,226260,0,1,0,0,1,834350,0,0,0,0,0,0,0,0,0,0
4,21,2019,145834,0,1,0,0,0,416561,0,0,0,0,0,0,0,0,0,0
4,21,2018,24827,0,2,0,0,1,777932,0,0,0,0,0,0,0,0,0,0
4,21,2020,225895,1,2,0,0,1,435262,0,0,0,0,0,0,0,0,0,0
4,21,2021,54778,1,2,0,0,1,895055,2,0,1,0,0,0,3,0,1,0
